site,date,observer,transect,start_time,end_time,temp_C,wind,wind2,sky,floral_visitor_ID,MoreSpecificID,plant_visiting,num_individuals ,notes,associated_media,Cells to the right autofill; don't enter data,temp_F,month,year,temp_Crounded
SBBG,6/11/2021,Gaby,2,1010,1020,21,1,,clear,HB,,Malva sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,1010,1020,21,1,,clear,HLB,,Malva sp.,4,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,1010,1020,21,1,,clear,MHBB,,Malva sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,1010,1020,21,1,,clear,HB,,Eriogonum fasiculatum,3,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,1010,1020,21,1,,clear,Green Sweat Bee,,Salvia azurea,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,1010,1020,21,1,,clear,HB,,Salvia azurea,6,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,1010,1020,21,1,,clear,HB,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,1010,1020,21,1,,clear,SSB,,Eriogonum fasiculatum,3,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/12/2021,Gaby,1,1350,1400,22,2,,clear,Green Sweat Bee,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
Brad,6/12/2021,Gaby,2,1402,1412,22,2,,clear,Fly,,Aloysia citrodora,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
Brad,6/12/2021,Gaby,2,1402,1412,22,2,,clear,HB,,Aloysia citrodora,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
Brad,6/12/2021,Gaby,2,1402,1412,22,2,,clear,HB,,Zinnias,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
Brad,6/12/2021,Gaby,1,1413,1423,22,2,,clear,HB,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
Brad,6/12/2021,Gaby,1,1413,1423,22,2,,clear,SSB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
Brad,6/12/2021,Gaby,2,1424,1434,22,2,,clear,SSB,,Aloysia citrodora,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
Brad,6/12/2021,Gaby,2,1424,1434,22,2,,clear,HB,,Zinnias,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
SBBG,6/30/2021,Gaby,1,1557,1607,23,0,,clear,HB,,Eriogonum fasiculatum,22,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1557,1607,23,0,,clear,SDB,,Eriogonum fasiculatum,4,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1557,1607,23,0,,clear,Wasp,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1557,1607,23,0,,clear,SHBB,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1557,1607,23,0,,clear,Fly,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1608,1618,23,0,,clear,Wasp,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1608,1618,23,0,,clear,HB,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1608,1618,23,0,,clear,SDB,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1608,1618,23,0,,clear,Green Sweat Bee,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1619,1629,23,0,,clear,HB,,Eriogonum fasiculatum,31,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1619,1629,23,0,,clear,Fly,,Eriogonum fasiculatum,3,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1619,1629,23,0,,clear,SDB,,Eriogonum fasiculatum,3,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1619,1629,23,0,,clear,SHBB,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,1,1619,1629,23,0,,clear,Wasp,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1630,1640,23,0,,clear,MHBB,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1630,1640,23,0,,clear,HB,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1630,1640,23,0,,clear,Wasp,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1630,1640,23,0,,clear,Green Sweat Bee,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBBG,6/30/2021,Gaby,2,1630,1640,23,0,,clear,Fly,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,74,6,2021,23
SBCC,6/30/2021,Gaby,1,1730,1735,22,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,6,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,2,1736,1741,22,1,,clear,HB,,Borago officinalis,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,2,1736,1741,22,1,,clear,HB,,Salvia canariensis,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,2,1736,1741,22,1,,clear,Fly,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,2,1736,1741,22,1,,clear,Bumble,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,3,1742,1747,22,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,12,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,4,1748,1753,22,1,,clear,HB,,Salvia rosmarinus,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,1,1754,1804,22,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,10,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,1,1754,1804,22,1,,clear,Bumble,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,2,1800,1805,22,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,3,1806,1811,22,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,8,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,3,1806,1811,22,1,,clear,Fly,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,72,6,2021,22
SBCC,6/30/2021,Gaby,4,1817,1827,22,1,,clear,HB,,Salvia rosmarinus,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/30/2021,Gaby,1,1243,1251,19,1,,bright overcast,Fly,,Centaurea cyanus,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1243,1251,19,1,,bright overcast,HB,,Centaurea cyanus,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1243,1251,19,1,,bright overcast,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1243,1251,19,1,,bright overcast,HB,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1255,1302,19,1,,bright overcast,HB,,R + W Sage,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1255,1302,19,1,,bright overcast,HB,,Passiflora sp.,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1255,1302,19,1,,bright overcast,HB,,Salvia leucantha,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1255,1302,19,1,,bright overcast,HB,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1255,1302,19,1,,bright overcast,HB,,Primula sp.,3,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1255,1302,19,1,,bright overcast,HB,,Diplotaxis tenuifolia,3,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1255,1302,19,1,,bright overcast,HB,,Artichoke,7,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1303,1308,19,0,,bright overcast,HB,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1303,1308,19,0,,bright overcast,Fly,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1303,1308,19,0,,bright overcast,HB,,Mentha sp.,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1303,1308,19,0,,bright overcast,Fly,,Squash,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1303,1308,19,0,,bright overcast,HB,,Artichoke,4,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1303,1308,19,0,,bright overcast,Fly,,Artichoke,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1310,1318,19,0,,bright overcast,HB,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1310,1318,19,0,,bright overcast,Bumble,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1310,1318,19,0,,bright overcast,HB,,Centaurea cyanus,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1310,1318,19,0,,bright overcast,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1310,1318,19,0,,bright overcast,HB,,Salvia canariensis,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,1,1310,1318,19,0,,bright overcast,Fly,,Celery,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1319,1326,19,0,,bright overcast,HB,,R + W Sage,3,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1319,1326,19,0,,bright overcast,HB,,Salvia leucantha,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1319,1326,19,0,,bright overcast,HB,,Primula sp.,2,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1319,1326,19,0,,bright overcast,HB,,Diplotaxis tenuifolia,3,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,2,1319,1326,19,0,,bright overcast,HB,,Artichoke,8,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1327,1332,19,0,,bright overcast,HB,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1327,1332,19,0,,bright overcast,Fly,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1327,1332,19,0,,bright overcast,HB,,Mentha sp.,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1327,1332,19,0,,bright overcast,Fly,,Squash,1,,,Cells to the right autofill; don't enter data,66,6,2021,19
La Cumbre MS,6/30/2021,Gaby,3,1327,1332,19,0,,bright overcast,HB,,Artichoke,6,,,Cells to the right autofill; don't enter data,66,6,2021,19
Mesa Harmony,6/30/2021,Gaby,1,1124,1134,18,0,,bright overcast,HB,,Lavandula sp.,2,,,Cells to the right autofill; don't enter data,64,6,2021,18
Mesa Harmony,6/30/2021,Gaby,1,1124,1134,18,0,,bright overcast,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,6,2021,18
Mesa Harmony,6/30/2021,Gaby,2,1135,1145,18,0,,bright overcast,,,,0,no visitors,,Cells to the right autofill; don't enter data,64,6,2021,18
Mesa Harmony,6/30/2021,Gaby,1,1146,1156,18,0,,bright overcast,,,,0,no visitors,,Cells to the right autofill; don't enter data,64,6,2021,18
Mesa Harmony,6/30/2021,Gaby,2,1157,1207,18,0,,bright overcast,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,6,2021,18
Brad,6/30/2021,Gaby,1,1400,1410,21,1,,clear,Fly,,Lobularia maritima,3,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,1,1400,1410,21,1,,clear,SDB,,Lobularia maritima,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,1,1400,1410,21,1,,clear,SSB,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,1,1400,1410,21,1,,clear,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,1,1400,1410,21,1,,clear,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,2,1411,1421,21,1,,clear,Wasp,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,2,1411,1421,21,1,,clear,HB,,Zinnias,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,1,1422,1432,21,1,,clear,Fly,,Lobularia maritima,3,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,1,1422,1432,21,1,,clear,SDB,,Lobularia maritima,3,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,1,1422,1432,21,1,,clear,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,1,1422,1432,21,1,,clear,SSB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,2,1433,1443,21,1,,clear,HB,,Aloysia citrodora,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,2,1433,1443,21,1,,clear,Fly,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,2,1433,1443,21,1,,clear,SSB,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Brad,6/30/2021,Gaby,2,1433,1443,21,1,,clear,HB,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBCC,7/14/2021,Gaby,1,1641,1646,23,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,8,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,2,1642,1652,23,1,,clear,HB,,Salvia canariensis,2,,,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,2,1642,1652,23,1,,clear,Fly,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,3,1654,1659,23,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,12,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,3,1654,1659,23,1,,clear,Fly,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,3,1654,1659,23,1,,clear,Fly,,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,4,1701,1706,23,1,,clear,HB,,Salvia rosmarinus,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,4,1701,1706,23,1,,clear,Fly,,Salvia rosmarinus,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,1,1709,1714,23,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,9,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,1,1709,1714,23,1,,clear,Fly,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,1,1709,1714,23,1,,clear,Moth/Butterfly,Monarch,Calendula sp.,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,2,1715,1720,23,1,,clear,HB,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,3,1721,1726,23,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,13,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,73,7,2021,23
SBCC,7/14/2021,Gaby,4,1728,1733,23,1,,clear,HB,,Salvia rosmarinus,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
Mesa Harmony,7/14/2021,Gaby,1,1126,1136,22,1,,bright overcast,HB,,Lavandula sp.,2,,,Cells to the right autofill; don't enter data,72,7,2021,22
Mesa Harmony,7/14/2021,Gaby,2,1137,1147,22,1,,bright overcast,,,,0,no visitors,,Cells to the right autofill; don't enter data,72,7,2021,22
Mesa Harmony,7/14/2021,Gaby,1,1148,1158,22,1,,bright overcast,Green Sweat Bee,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
Mesa Harmony,7/14/2021,Gaby,1,1148,1158,22,1,,bright overcast,HB,,Lavandula sp.,3,,,Cells to the right autofill; don't enter data,72,7,2021,22
Mesa Harmony,7/14/2021,Gaby,2,1159,1209,22,1,,bright overcast,,,,0,no visitors,,Cells to the right autofill; don't enter data,72,7,2021,22
Brad,7/15/2021,Gaby,1,1340,1350,22,1,,clear,HB,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
Brad,7/15/2021,Gaby,1,1340,1350,22,1,,clear,Fly,,Lobularia maritima,2,,,Cells to the right autofill; don't enter data,72,7,2021,22
Brad,7/15/2021,Gaby,1,1340,1350,22,1,,clear,SSB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
Brad,7/15/2021,Gaby,1,1340,1350,22,1,,clear,SDB,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
Brad,7/15/2021,Gaby,1,1340,1350,22,1,,clear,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
Brad,7/15/2021,Gaby,2,1353,1403,22,1,,clear,HB,,Aloysia citrodora,3,,,Cells to the right autofill; don't enter data,72,7,2021,22
Brad,7/15/2021,Gaby,1,1407,1417,23,1,,clear,SDB,,Lobularia maritima,2,,,Cells to the right autofill; don't enter data,73,7,2021,23
Brad,7/15/2021,Gaby,1,1407,1417,23,1,,clear,SSB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
Brad,7/15/2021,Gaby,2,1418,1428,23,1,,clear,HB,,Aloysia citrodora,2,,,Cells to the right autofill; don't enter data,73,7,2021,23
Brad,7/15/2021,Gaby,2,1418,1428,23,1,,clear,Fly,,Aloysia citrodora,2,,,Cells to the right autofill; don't enter data,73,7,2021,23
Brad,7/15/2021,Gaby,2,1418,1428,23,1,,clear,SDB,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,73,7,2021,23
La Cumbre MS,7/15/2021,Gaby,1,1150,1157,22,1,,clear,HB,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,1,1150,1157,22,1,,clear,SHBB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,1,1150,1157,22,1,,clear,HB,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,1,1150,1157,22,1,,clear,SHBB,,Coreopsis sp.,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,2,1159,1206,22,1,,clear,HB,,R + W Sage,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,2,1159,1206,22,1,,clear,SHBB,,Primula sp.,1,,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,2,1159,1206,22,1,,clear,HB,,Primula sp.,2,,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,2,1159,1206,22,1,,clear,SSB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,3,1212,1217,22,1,,clear,HB,,Eruca sp.,1,Eruca sativa,,Cells to the right autofill; don't enter data,72,7,2021,22
La Cumbre MS,7/15/2021,Gaby,3,1212,1217,22,1,,clear,HB,,Mentha sp.,9,,,Cells to the right autofill; don't enter data,72,7,2021,22
Mesa Harmony,7/28/2021,Gaby,1,1124,1134,19,0,,bright overcast,HB,,Lavandula stoechas,3,,,Cells to the right autofill; don't enter data,66,7,2021,19
Mesa Harmony,7/28/2021,Gaby,2,1135,1145,19,0,,bright overcast,HB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,66,7,2021,19
Mesa Harmony,7/28/2021,Gaby,2,1135,1145,19,0,,bright overcast,HB,,Geranium sp.,1,,,Cells to the right autofill; don't enter data,66,7,2021,19
Mesa Harmony,7/28/2021,Gaby,1,1146,1156,20,1,,bright overcast,HB,,Lavandula stoechas,2,,,Cells to the right autofill; don't enter data,68,7,2021,20
Mesa Harmony,7/28/2021,Gaby,2,1157,1207,20,1,,bright overcast,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,68,7,2021,20
Mesa Harmony,7/28/2021,Gaby,2,1157,1207,20,1,,bright overcast,HB,,Salvia rosmarinus,1,,,Cells to the right autofill; don't enter data,68,7,2021,20
Mesa Harmony,7/28/2021,Gaby,2,1157,1207,20,1,,bright overcast,HB,,Geranium sp.,1,,,Cells to the right autofill; don't enter data,68,7,2021,20
SBCC,7/23/2021,Gaby,1,1753,1758,21,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,9,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,7,2021,21
SBCC,7/23/2021,Gaby,2,1759,1804,21,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,70,7,2021,21
SBCC,7/23/2021,Gaby,3,1805,1810,21,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,4,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,7,2021,21
SBCC,7/23/2021,Gaby,4,1811,1816,21,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,70,7,2021,21
SBCC,7/23/2021,Gaby,1,1817,1822,21,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,6,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,7,2021,21
SBCC,7/23/2021,Gaby,2,1823,1828,21,1,,clear,Hummingbird,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,70,7,2021,21
SBCC,7/23/2021,Gaby,3,1829,1834,21,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,7,2021,21
SBCC,7/23/2021,Gaby,4,1835,1840,21,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,70,7,2021,21
Mesa Harmony,3/2/2022,Xan,1,1453,1503,20,1,breezy,partly cloudy,HB,,Lavandula stoechas,7,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/2/2022,Xan,1,1453,1503,20,1,breezy,partly cloudy,HB,,Calendula sp.,4,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/2/2022,Xan,1,1453,1503,20,1,breezy,partly cloudy,Hemiptera,,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/2/2022,Xan,1,1453,1503,20,1,breezy,partly cloudy,Fly,Syrphidae,Prunus sp. 'Flavor King Pluot',1,,,Cells to the right autofill; don't enter data,68,3,2022,20
Mesa Harmony,3/2/2022,Xan,2,1511,1521,21,1,breezy,partly cloudy,Fly,,Salvia rosmarinus,2,,,Cells to the right autofill; don't enter data,70,3,2022,21
Mesa Harmony,3/2/2022,Xan,2,1511,1521,21,1,breezy,partly cloudy,HB,,Salvia rosmarinus,10,,,Cells to the right autofill; don't enter data,70,3,2022,21
Mesa Harmony,3/2/2022,Xan,2,1511,1521,21,1,breezy,partly cloudy,HB,,Calendula sp.,5,,,Cells to the right autofill; don't enter data,70,3,2022,21
Mesa Harmony,3/2/2022,Xan,2,1511,1521,21,1,breezy,partly cloudy,HB,,Prunus persica,1,Prunus persica 'May Flower Peach',,Cells to the right autofill; don't enter data,70,3,2022,21
Mesa Harmony,3/2/2022,Xan,2,1511,1521,21,1,breezy,partly cloudy,HB,,Prunus salicina,1,,,Cells to the right autofill; don't enter data,70,3,2022,21
SBCC,3/2/2022,Xan,,1200,1205,17,2,gusty,partly cloudy,HB,,Salvia leucophylla,2,All SBCC transects on this date were walked once instead of twice.,,Cells to the right autofill; don't enter data,63,3,2022,17
SBCC,3/4/2022,Xan,,1200,1205,17,2,gusty,partly cloudy,HB,,Brassica oleracea cultivar,2,,,Cells to the right autofill; don't enter data,63,3,2022,17
SBCC,3/4/2022,Xan,,1200,1205,17,2,gusty,partly cloudy,HB,,Ceanothus sp.,3,,,Cells to the right autofill; don't enter data,63,3,2022,17
